name;country;gross;director;budget
Le Grand Bleu;Italy;3600000.0; Luc  Besson;13500000.0
Le Grand Bleu;Italy;3600000.0; Luc  Besson;13500000.0
Le Grand Bleu;Italy;3600000.0; Luc  Besson;13500000.0
Le Grand Bleu;United States;3600000.0; Luc  Besson;13500000.0
Le Grand Bleu;United States;3600000.0; Luc  Besson;13500000.0
Le Grand Bleu;United States;3600000.0; Luc  Besson;13500000.0
Le mépris = Il disprezzo = Contempt;France;;Jean-Luc Godard;1000000.0
Le mépris = Il disprezzo = Contempt;France;;Jean-Luc Godard;1000000.0
Le mépris = Il disprezzo = Contempt;France;;Jean-Luc Godard;1000000.0
Le mépris = Il disprezzo = Contempt;Italy;;Jean-Luc Godard;1000000.0
Le mépris = Il disprezzo = Contempt;Italy;;Jean-Luc Godard;1000000.0
Le mépris = Il disprezzo = Contempt;Italy;;Jean-Luc Godard;1000000.0
Leave It to Beaver;United States;10925060.0;Andy Cadiff;15000000.0
Leaving Las Vegas;United States;49800000.0; Mike  Figgis;4000000.0
Legends of the Fall;United States;160600000.0; Edward  Zwick;30000000.0
Les Boys;Canada;10602341.0;Louis Saïa;3300000.0
Les Visiteurs;France;98800000.0; Jean-Marie  Poiré;9500000.0
Les Visiteurs;France;98800000.0;Jean-Marie Poiré;9500000.0
Liar Liar;United States;302700000.0; Tom  Shadyac;45000000.0
Life with Mikey;United States;12440858.0; James  Lapine;
Lightning Jack;Australia;25000000.0; Simon  Wincer;
Lightning Jack;United States;25000000.0; Simon  Wincer;
Like Water for Chocolate;Mexico;21600000.0; Alfonso  Arau;2000000.0
Little Big League;United States;12000000.0; Andrew  Scheinman;20000000.0
Little Buddha;France;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;France;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;France;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;Italy;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;Italy;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;Italy;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;United Kingdom;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;United Kingdom;4858139.0; Bernardo  Bertolucci;35000000.0
Little Buddha;United Kingdom;4858139.0; Bernardo  Bertolucci;35000000.0
Little City;United States;;Roberto Benabib;
Little Lord Fauntleroy;United States;;John Cromwell (director);
Little Women;United States;50100000.0; Gillian  Armstrong;15000000.0
Living in Oblivion;United States;1100000.0; Tom  DiCillo;500000.0
Loch Ness;United Kingdom;;John Henderson (director);
Lone Star;United States;13000000.0; John  Sayles;3000000.0
Looking for Richard;United States;1408575.0; Al  Pacino;
Lord of Illusions;United States;13300000.0; Clive  Barker;11000000.0
Losing Isaiah;United States;7600000.0; Stephen  Gyllenhaal;17000000.0
Lost Highway;France;3800000.0; David  Lynch;
Lost Highway;United States;3800000.0; David  Lynch;
Lost Horizon;United States;3500000.0; Frank  Capra;2000000.0
Lost in San Francisco;United States;32700000.0; David  R.  Ellis;
Lost in Space;United States;136200000.0; Stephen  Hopkins  (director);80000000.0
Love Affair;United States;18272894.0; Glenn  Gordon  Caron;60000000.0
Love and a .45;United States;35200.0;C.M. Talkington;
Love and Death on Long Island;Canada;3000000.0; Richard  Kwietniowski;2300874.0
Love and Death on Long Island;Canada;3000000.0; Richard  Kwietniowski;2300874.0
Love and Death on Long Island;United Kingdom;3000000.0; Richard  Kwietniowski;2300874.0
Love and Death on Long Island;United Kingdom;3000000.0; Richard  Kwietniowski;2300874.0
Love and Human Remains;Canada;;Denys Arcand;
Love and Other Catastrophes;Australia;431000.0; Emma-Kate  Croghan;250000.0
Love and Other Catastrophes;Australia;431000.0; Emma-Kate  Croghan;250000.0
Love in the Afternoon;United States;2000000.0; Billy  Wilder;2100000.0
Love Is All There Is;United States;32925.0; Joseph  Bologna;
Love Is All There Is;United States;32925.0; Renée  Taylor;
Love Jones;United States;12782749.0;Theodore Witcher;7000000.0
Love Serenade;Australia;;Shirley Barrett;
Love Serenade;;;Shirley Barrett;
Love Serenade;;; Shirley Barrett;
Love! Valour! Compassion!;United States;2900000.0; Joe  Mantello;2000000.0
M; Weimar Republic;;Fritz Lang;
M. Butterfly;United States;1498795.0; David  Cronenberg;
Ma vie en Rose;Belgium;;Alain Berliner;
Ma vie en Rose;France;;Alain Berliner;
Ma vie en Rose;United Kingdom;;Alain Berliner;
Mad City;United States;10500000.0; Costa-Gavras;50000000.0
Mad Dog Time;United States;107874.0; Larry  Bishop;8000000.0
Mad Love;United States;15453274.0; Antonia  Bird;
Madonna: Truth or Dare;United States;29000000.0; Alek  Keshishian;4500000.0
Major Payne;United States;30100000.0; Nick  Castle;
Mallrats;United States;2100000.0; Kevin  Smith;6100000.0
Mamma Roma;Italy;;Pier Paolo Pasolini;
Man Bites Dog;Belgium;205569.0; Benoît  Poelvoorde;
Man Bites Dog;Belgium;205569.0; André  Bonzel;
Man Bites Dog;Belgium;205569.0; Rémy  Belvaux;
Man Bites Dog;Belgium;205569.0;Benoît Poelvoorde;
Man Bites Dog;Belgium;205569.0;André Bonzel;
Man Bites Dog;Belgium;205569.0;Rémy Belvaux;
Man Bites Dog;Belgium;205569.0;Benoît Poelvoorde;
Man Bites Dog;Belgium;205569.0;Benoît Poelvoorde;
Man Bites Dog;Belgium;205569.0;André Bonzel;
Man Bites Dog;Belgium;205569.0;Rémy Belvaux;
Man of the House;United States;40070995.0; James  Orr  (filmmaker);22000000.0
Man of the Year;United States;209935.0; Dirk  Shafer;
Manhattan Murder Mystery;United States;11200000.0; Woody  Allen;13500000.0
Manon des Sources;France;56400000.0; Claude  Berri;
Manon des Sources;Italy;56400000.0; Claude  Berri;
Manon des Sources;Switzerland;56400000.0; Claude  Berri;
Margaret's Museum;Canada;;Mort Ransen;
Margaret's Museum;United Kingdom;;Mort Ransen;
Marked for Death;United States;58000000.0; Dwight  H.  Little;12000000.0
Mars Attacks!;United States;101400000.0; Tim  Burton;70000000.0
Marvin's Room;United States;12800000.0; Jerry  Zaks;23000000.0
Mary Poppins;United States;103100000.0; Robert  Stevenson  (director);4.4
Mary Reilly;United States;12900000.0; Stephen  Frears;47000000.0
Matilda;United States;33500000.0; Danny  DeVito;36000000.0
Maverick;United States;183000000.0; Richard  Donner;75000000.0
Maximum Risk;United States;51700000.0; Ringo  Lam;25000000.0
Maya Lin: A Strong Clear Vision;United States;62186.0; Freida  Lee  Mock;
Mediterraneo;Italy;4500000.0; Gabriele  Salvatores;
Meet John Doe;United States;1800000.0; Frank  Capra;
Meet Me in St. Louis;United States;12800000.0; Vincente  Minnelli;1885000.0
Meet Me in St. Louis;United States;12800000.0; Vincente  Minnelli;1885000.0
Meet Wally Sparks;United States;4100000.0; Peter  Baldwin  (director);
Men with Guns;United States;910773.0; John  Sayles;2300000.0
Menace II Society;United States;30000000.0; Hughes  brothers;3500000.0
Mercury Rising;United States;93100000.0; Harold  Becker;60000000.0
Metro;United States;32000000.0; Thomas  Carter  (director);55000000.0
Miami Rhapsody;United States;5221281.0; David  Frankel;6000000.0
Michael;United States;95300000.0; Nora  Ephron;
Michael Collins;Ireland;27500000.0; Neil  Jordan;25000000.0
Michael Collins;Ireland;27500000.0; Neil  Jordan;25000000.0
Michael Collins;Ireland;27500000.0; Neil  Jordan;25000000.0
Michael Collins;United Kingdom;27500000.0; Neil  Jordan;25000000.0
Michael Collins;United Kingdom;27500000.0; Neil  Jordan;25000000.0
Michael Collins;United Kingdom;27500000.0; Neil  Jordan;25000000.0
Michael Collins;United States;27500000.0; Neil  Jordan;25000000.0
Michael Collins;United States;27500000.0; Neil  Jordan;25000000.0
Michael Collins;United States;27500000.0; Neil  Jordan;25000000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Italy;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;Switzerland;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;United Kingdom;52800000.0;Claude Nuridsany;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;France;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Italy;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;Switzerland;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Microcosmos;United Kingdom;52800000.0;Marie Pérennou;3800000.0
Midnight in the Garden of Good and Evil;United States;25100000.0; Clint  Eastwood;30000000.0
Mighty Aphrodite;United States;26000000.0; Woody  Allen;15000000.0
Mighty Morphin Power Rangers: The Movie;United States;66400000.0; Bryan  Spicer;15000000.0
Milk Money;United States;18137661.0; Richard  Benjamin;20000000.0
Miller's Crossing;United States;5000000.0; Coen  brothers;10.0
Mimic;United States;25500000.0; Guillermo  del  Toro;30000000.0
Mina Tannenbaum; France;;Martine Dugowson;
Miracle on 34th Street;United States;2700000.0; George  Seaton;630000.0
Mission: Impossible;United States;457700000.0; Brian  De  Palma;80000000.0
Mixed Nuts;United States;6800000.0;Nora Ephron;20000000.0
Mondo; Cinema of France;;Tony Gatlif;
Money Train;United States;77200000.0; Joseph  Ruben;68000000.0
Monty Python's Life of Brian;United Kingdom;20700000.0; Terry  Jones;4000000.0
Moonlight and Valentino;Canada;2484226.0; David  Anspaugh;
Moonlight and Valentino;United Kingdom;2484226.0; David  Anspaugh;
Moonlight and Valentino;United States;2484226.0; David  Anspaugh;
Mortal Kombat: Annihilation;United States;51300000.0; John  R.  Leonetti;30000000.0
Mother;United States;19145198.0; Albert  Brooks;
Mother Night;United States;403701.0; Keith  Gordon;6000000.0
Mowgli & Baloo;United States;346056.0; Dee  McLachlan;
Mr. Holland's Opus;United States;106300000.0; Stephen  Herek;31000000.0
Mr. Magoo;United States;28900000.0; Stanley  Tong;30000000.0
Mr. Smith Goes to Washington;United States;9000000.0; Frank  Capra;1500000.0
Mr. Wonderful;United States;3125424.0; Anthony  Minghella;13000000.0
Mr. Wrong;United States;12800000.0; Nick  Castle;19000000.0
Mrs Dalloway;Netherlands;4000000.0; Marleen  Gorris;
Mrs Dalloway;United Kingdom;4000000.0; Marleen  Gorris;
Mrs Dalloway;United States;4000000.0; Marleen  Gorris;
Mrs. Doubtfire;United States;441300000.0; Chris  Columbus  (filmmaker);25000000.0
Mrs. Parker and the Vicious Circle;United States;2144667.0; Alan  Rudolph;7000000.0
Mrs. Winterbourne;United States;10082005.0; Richard  Benjamin;25000000.0
Much Ado About Nothing;United Kingdom;43000000.0; Kenneth  Branagh;11000000.0
Much Ado About Nothing;United Kingdom;43000000.0; Kenneth  Branagh;11000000.0
Much Ado About Nothing;United States;43000000.0; Kenneth  Branagh;11000000.0
Much Ado About Nothing;United States;43000000.0; Kenneth  Branagh;11000000.0
Mulholland Falls;United States;;Lee Tamahori;
Muppet Treasure Island;United States;34300000.0; Brian  Henson;31000000.0
Murder at 1600;United States;41100000.0; Dwight  H.  Little;
Murder, My Sweet;United States;;Edward Dmytryk;
Muriel's Wedding;Australia;57500000.0; P.  J.  Hogan;9000000.0
Music From The Motion Picture;United States;97500000.0; Michael  Hoffman  (director);
Mute Witness;Germany;1100000.0; Anthony  Waller;
Mute Witness;Russia;1100000.0; Anthony  Waller;
Mute Witness;United Kingdom;1100000.0; Anthony  Waller;
My Best Friend's Wedding;United States;299300000.0; P.  J.  Hogan;38000000.0
My Fair Lady;United States;72700000.0; George  Cukor;17000000.0
My Family;United States;11100000.0; Gregory  Nava;3800000.0
My Favorite Season;France;11000000.0; André  Téchiné;6900000.0
My Favorite Year;United States;20123620.0; Richard  Benjamin;7900000.0
My Fellow Americans;United States;22300000.0; Peter  Segal;21500000.0
My Life as a Dog;Sweden;8345266.0; Lasse  Hallström;
My Man Godfrey;United States;684200.0; Gregory  La  Cava;575375.0
My Own Private Idaho;United States;6400000.0; Gus  Van  Sant;2500000.0
Mystery Science Theater 3000: The Movie;United States;1007306.0; Jim  Mallon;
Nadja;United States;443169.0; Michael  Almereyda;1000000.0
Naked in New York;United States;1038959.0; Daniel  Algrant;
National Lampoon's Senior Trip;United States;4686937.0; Kelly  Makin;
Natural Born Killers;United States;;Oliver Stone;
Nell;United States;106700000.0; Michael  Apted;24500000.0
Nelly and Mr. Arnaud;France;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;France;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;France;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;Germany;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;Germany;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;Germany;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;Italy;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;Italy;19500000.0; Claude  Sautet;9000000.0
Nelly and Mr. Arnaud;Italy;19500000.0; Claude  Sautet;9000000.0
Nemesis 2: Nebula;Denmark;;Albert Pyun;
Nemesis 2: Nebula;United States;;Albert Pyun;
Nick of Time;United States;8000000.0; John  Badham;33000000.0
Night Falls on Manhattan;United States;9889670.0; Sidney  Lumet;
Night of the Living Dead;United States;30000000.0; George  A.  Romero;114000.0
Night on Earth;United States;2000000.0; Jim  Jarmusch;
Nightwatch;United States;1300000.0; Ole  Bornedal;10000000.0
Nil by Mouth;France;266130.0; Gary  Oldman;9000000.0
Nil by Mouth;France;266130.0; Gary  Oldman;9000000.0
Nil by Mouth;United Kingdom;266130.0; Gary  Oldman;9000000.0
Nil by Mouth;United Kingdom;266130.0; Gary  Oldman;9000000.0
Nine Months;United States;138500000.0; Chris  Columbus  (filmmaker);
Ninotchka;United States;2300000.0; Ernst  Lubitsch;1400000.0
Nixon;United States;13700000.0; Oliver  Stone;44000000.0
Nobody's Fool;United States;39500000.0; Robert  Benton;20000000.0
Normal Life;United States;22891.0; John  McNaughton;
North by Northwest;United States;9800000.0; Alfred  Hitchcock;4300000.0
Notorious;United States;24500000.0; Alfred  Hitchcock;1000000.0
Now and Then;United States;37600000.0; Lesli  Linka  Glatter;12000000.0
Nowhere;France;194201.0; Gregg  Araki;
Nowhere;United States;194201.0; Gregg  Araki;
Of Human Bondage;United States;592000.0; John  Cromwell  (director);403000.0
Office Killer;United States;;Cindy Sherman;
Oliver & Company;United States;121000000.0; George  Scribner;31000000.0
On Golden Pond;United States;119300000.0; Mark  Rydell;15000000.0
Once Upon a Time in America;Italy;5500000.0; Sergio  Leone;30000000.0
Once Upon a Time in America;Italy;5500000.0; Sergio  Leone;30000000.0
Once Upon a Time in America;Italy;5500000.0; Sergio  Leone;30000000.0
Once Upon a Time in America;United States;5500000.0; Sergio  Leone;30000000.0
Once Upon a Time in America;United States;5500000.0; Sergio  Leone;30000000.0
Once Upon a Time in America;United States;5500000.0; Sergio  Leone;30000000.0
Once Upon a Time in the West;Italy;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;Italy;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;Italy;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;Italy;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;Italy;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;Italy;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;United States;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;United States;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;United States;5321508.0; Sergio  Leone;5000000.0
Once Upon a Time in the West;United States;5321508.0; Sergio  Leone;5000000.0
